epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,5161.6,1.50458,1.4131,1.45573,0.69246,0.61419,0.67633,0.37464,1.32148,1.44536,1.27374,0.000924352,0.000924352,0.000924352
20,5432.28,1.4772,1.4051,1.43933,0.68553,0.61406,0.6841,0.37844,1.30772,1.49019,1.25379,0.000883093,0.000883093,0.000883093
21,5704.08,1.47275,1.37628,1.43406,0.70441,0.63677,0.69897,0.39065,1.28816,1.38352,1.24312,0.000841835,0.000841835,0.000841835
22,5974.16,1.46902,1.35838,1.42965,0.6871,0.64342,0.69841,0.39287,1.30434,1.29406,1.25243,0.000800577,0.000800577,0.000800577
23,6244.74,1.45847,1.34784,1.42053,0.70002,0.63809,0.70566,0.39729,1.27772,1.37011,1.23819,0.000759318,0.000759318,0.000759318
24,6514.55,1.45131,1.33133,1.41787,0.71008,0.64381,0.70766,0.40186,1.28078,1.31138,1.23198,0.00071806,0.00071806,0.00071806
25,6784.37,1.44038,1.32177,1.40751,0.71828,0.64042,0.71376,0.40692,1.28075,1.30807,1.22711,0.000676802,0.000676802,0.000676802
26,7055.22,1.4266,1.3002,1.40767,0.72457,0.64757,0.72097,0.41179,1.27215,1.23699,1.22873,0.000635544,0.000635544,0.000635544
27,7324.45,1.41411,1.27801,1.39513,0.70409,0.66131,0.72144,0.41254,1.26843,1.18471,1.22375,0.000594286,0.000594286,0.000594286
28,7593.98,1.41031,1.26139,1.38739,0.72397,0.6584,0.72739,0.4175,1.27291,1.22029,1.21914,0.000553027,0.000553027,0.000553027
29,7864.49,1.41551,1.24422,1.39154,0.72235,0.66304,0.72644,0.41675,1.26575,1.18164,1.21985,0.000511769,0.000511769,0.000511769
30,8135.14,1.39327,1.22952,1.3786,0.73428,0.6524,0.73124,0.42219,1.25522,1.16197,1.20857,0.000470511,0.000470511,0.000470511
31,8405.53,1.43188,1.1886,1.40565,0.73417,0.64953,0.72894,0.42229,1.2567,1.12091,1.20835,0.000429253,0.000429253,0.000429253
32,8674.22,1.42008,1.15828,1.40466,0.73644,0.66773,0.73566,0.42792,1.2501,1.10636,1.21198,0.000387994,0.000387994,0.000387994
33,8944.31,1.40802,1.13784,1.39479,0.72795,0.675,0.74163,0.42999,1.25203,1.11598,1.21362,0.000346736,0.000346736,0.000346736
34,9212.69,1.39495,1.11239,1.3842,0.72674,0.67062,0.74088,0.43284,1.24317,1.07415,1.21053,0.000305478,0.000305478,0.000305478
35,9480.68,1.38964,1.10414,1.38073,0.74634,0.66172,0.74136,0.43226,1.24376,1.05574,1.21123,0.00026422,0.00026422,0.00026422
36,9748.41,1.37647,1.07735,1.36783,0.7526,0.66052,0.74217,0.43281,1.24625,1.07702,1.2082,0.000222961,0.000222961,0.000222961
37,10016.6,1.35648,1.06455,1.36209,0.74533,0.66669,0.74503,0.43426,1.24709,1.0627,1.21005,0.000181703,0.000181703,0.000181703
38,10284.4,1.34326,1.04562,1.34832,0.74634,0.66741,0.74682,0.43561,1.24663,1.04797,1.20775,0.000140445,0.000140445,0.000140445
39,10553.2,1.33059,1.02663,1.33893,0.74075,0.67716,0.74795,0.4349,1.24535,1.03073,1.20662,9.91865e-05,9.91865e-05,9.91865e-05
40,10823,1.3268,1.02241,1.33427,0.73991,0.67766,0.7485,0.43455,1.24684,1.03146,1.20855,5.79283e-05,5.79283e-05,5.79283e-05
